student_id,name,gender,date_of_birth,age,phone_number,ward,parent_availability,source_of_income,special_circumstance,discipline,enrollment_year,KCPE_score,KCPE_grade,application_id,bursary_name,application_deadline,application_date,status,requested_amount,approved_amount,disbursement_status
3376,Zachary Orr,Female,2005-09-01,18,0753477272,Matisi,1,No,Marginalized,Fair,2019,442,A,3376,Constituency Bursary Fund,2024-06-30,2024-03-04,approved,22000,22000,Yes
3377,Dominique Miller,Male,2008-08-06,15,0776520931,Tuwani,1,No,Marginalized,Good,2020,369,B,3377,Constituency Bursary Fund,2024-06-30,2024-06-17,approved,17000,17000,Yes
3378,James Fernandez,Male,2010-07-08,14,0736086991,Saboti,1,No,Special Needs,Fair,2021,293,D,3378,Constituency Bursary Fund,2024-06-30,2024-01-11,approved,27000,27000,Yes
3379,Matthew Smith,Female,2010-11-06,13,0755355941,Tuwani,2,Yes,Marginalized,Fair,2019,202,E,3379,Constituency Bursary Fund,2024-06-30,2024-06-10,approved,15000,15000,Yes
3380,Vincent Atkins,Female,2007-03-09,17,0768033518,Tuwani,1,No,Marginalized,Fair,2019,336,C,3380,Constituency Bursary Fund,2024-06-30,2023-07-30,approved,29000,29000,Yes
3381,Tamara Wallace,Male,2010-10-08,13,0770896545,Machewa,2,Yes,None,Poor,2021,194,E,3381,Constituency Bursary Fund,2024-06-30,2023-12-22,approved,25000,25000,Yes
3382,Patricia Sandoval,Male,2011-07-05,13,0731613226,Kinyoro,1,Yes,Marginalized,Fair,2020,213,E,3382,Constituency Bursary Fund,2024-06-30,2024-06-01,approved,28000,28000,Yes
3383,Richard Rios,Male,2007-02-17,17,0711965129,Matisi,1,No,Marginalized,Good,2020,225,E,3383,Constituency Bursary Fund,2024-06-30,2024-03-25,approved,15000,15000,Yes
3384,Lori Gonzalez,Female,2009-09-07,14,0701721761,Kinyoro,0,No,Marginalized,Fair,2021,336,C,3384,Constituency Bursary Fund,2024-06-30,2023-08-25,approved,19000,19000,Yes
3385,Sara Bennett,Male,2008-04-03,16,0766562330,Machewa,0,No,Marginalized,Fair,2022,324,C,3385,Constituency Bursary Fund,2024-06-30,2024-02-25,approved,27000,27000,Yes
3386,Diane Bruce,Male,2009-12-13,14,0799218459,Tuwani,0,No,Special Needs,Poor,2019,446,A,3386,Constituency Bursary Fund,2024-06-30,2024-06-05,approved,26000,26000,Yes
3387,Jessica Bailey,Male,2008-01-27,16,0798039775,Machewa,1,Yes,Marginalized,Poor,2021,193,E,3387,Constituency Bursary Fund,2024-06-30,2023-08-03,approved,21000,21000,Yes
3388,Shannon Lyons,Male,2008-03-22,16,0779604530,Saboti,2,Yes,Marginalized,Fair,2019,329,C,3388,Constituency Bursary Fund,2024-06-30,2024-07-07,approved,23000,23000,Yes
3389,John Miles,Female,2009-03-16,15,0714825658,Saboti,2,Yes,Marginalized,Poor,2022,230,E,3389,Constituency Bursary Fund,2024-06-30,2024-07-17,approved,21000,21000,Yes
3390,Bradley Frey,Female,2010-02-10,14,0709236158,Matisi,0,No,None,Fair,2019,493,A,3390,Constituency Bursary Fund,2024-06-30,2023-10-13,approved,29000,29000,Yes
3391,Janet Bell,Male,2006-12-04,17,0750428214,Tuwani,2,Yes,Marginalized,Fair,2021,172,E,3391,Constituency Bursary Fund,2024-06-30,2024-06-28,approved,15000,15000,Yes
3392,Tracey Brock,Male,2007-07-05,17,0740829922,Kinyoro,1,Yes,None,Good,2022,357,B,3392,Constituency Bursary Fund,2024-06-30,2023-11-14,approved,20000,20000,Yes
3393,Victoria Lopez,Female,2006-07-18,18,0782399210,Kinyoro,0,No,Marginalized,Poor,2021,245,E,3393,Constituency Bursary Fund,2024-06-30,2024-05-27,approved,19000,19000,Yes
3394,Cynthia Brewer,Male,2007-05-28,17,0756922557,Tuwani,2,No,Special Needs,Poor,2022,474,A,3394,Constituency Bursary Fund,2024-06-30,2024-03-07,approved,29000,29000,Yes
3395,Mary Tapia,Female,2009-08-30,14,0777337985,Kinyoro,1,Yes,Marginalized,Good,2022,458,A,3395,Constituency Bursary Fund,2024-06-30,2024-06-29,approved,24000,24000,Yes
3396,Andrew Freeman,Female,2007-04-26,17,0740130297,Tuwani,0,No,Marginalized,Good,2022,425,A,3396,Constituency Bursary Fund,2024-06-30,2023-08-06,approved,23000,23000,Yes
3397,Sharon Martin,Male,2008-11-13,15,0735849207,Matisi,2,No,Special Needs,Good,2020,492,A,3397,Constituency Bursary Fund,2024-06-30,2023-10-13,approved,23000,23000,Yes
3398,Charles Simpson,Male,2010-05-30,14,0739711558,Tuwani,1,Yes,Marginalized,Fair,2022,378,B,3398,Constituency Bursary Fund,2024-06-30,2024-03-20,approved,22000,22000,Yes
3399,Jonathan Chan,Female,2007-12-09,16,0739550107,Matisi,2,No,Marginalized,Fair,2019,381,B,3399,Constituency Bursary Fund,2024-06-30,2023-12-27,approved,11000,11000,Yes
3400,Michael Reese,Female,2008-11-29,15,0743264180,Tuwani,2,No,None,Good,2022,314,C,3400,Constituency Bursary Fund,2024-06-30,2023-11-21,pending,11000,0,No
3401,Phyllis Gonzalez,Male,2008-05-25,16,0712303875,Matisi,1,Yes,Special Needs,Good,2022,214,E,3401,Constituency Bursary Fund,2024-06-30,2024-05-21,approved,12000,12000,Yes
3402,Mitchell Hanson,Male,2007-10-18,16,0704825323,Tuwani,2,No,None,Fair,2019,413,A,3402,Constituency Bursary Fund,2024-06-30,2023-11-04,approved,28000,28000,Yes
3403,Kyle Patrick,Female,2007-08-08,16,0754883469,Kinyoro,2,No,Marginalized,Good,2019,247,E,3403,Constituency Bursary Fund,2024-06-30,2024-04-27,approved,29000,29000,Yes
3404,Crystal Choi,Male,2007-04-19,17,0799897797,Saboti,2,No,Special Needs,Good,2020,403,A,3404,Constituency Bursary Fund,2024-06-30,2024-06-18,approved,14000,14000,Yes
3405,Edwin Butler,Female,2006-05-12,18,0729893266,Saboti,1,Yes,Marginalized,Poor,2022,482,A,3405,Constituency Bursary Fund,2024-06-30,2024-03-30,approved,24000,24000,Yes
3406,Michael Oneill,Male,2006-08-06,17,0776833952,Saboti,2,Yes,Special Needs,Good,2021,439,A,3406,Constituency Bursary Fund,2024-06-30,2024-02-28,approved,11000,11000,Yes
3407,Edward Austin,Female,2008-08-28,15,0711091123,Matisi,2,No,Special Needs,Good,2021,464,A,3407,Constituency Bursary Fund,2024-06-30,2023-07-24,approved,20000,20000,Yes
3408,Ryan Smith,Male,2008-06-23,16,0712885412,Matisi,1,Yes,Marginalized,Fair,2020,269,D,3408,Constituency Bursary Fund,2024-06-30,2024-06-01,approved,18000,18000,Yes
3409,Christy Morgan,Male,2005-09-07,18,0763869475,Saboti,0,No,Special Needs,Fair,2021,427,A,3409,Constituency Bursary Fund,2024-06-30,2024-01-31,approved,20000,20000,Yes
3410,Jessica Morrow,Female,2006-01-29,18,0778748899,Saboti,0,No,None,Poor,2021,364,B,3410,Constituency Bursary Fund,2024-06-30,2023-10-05,approved,25000,25000,Yes
3411,Sylvia Sheppard,Female,2010-06-24,14,0754097718,Tuwani,2,No,Marginalized,Fair,2021,347,C,3411,Constituency Bursary Fund,2024-06-30,2023-12-29,approved,11000,11000,Yes
3412,Patrick Smith,Female,2006-07-14,18,0753246333,Matisi,2,Yes,Marginalized,Poor,2022,445,A,3412,Constituency Bursary Fund,2024-06-30,2024-04-06,approved,25000,25000,Yes
3413,John Kennedy,Male,2005-07-31,18,0749041039,Saboti,2,No,Marginalized,Good,2020,358,B,3413,Constituency Bursary Fund,2024-06-30,2024-06-22,approved,28000,28000,Yes
3414,Kathryn Rice,Female,2010-04-08,14,0771407514,Kinyoro,0,No,Special Needs,Poor,2021,226,E,3414,Constituency Bursary Fund,2024-06-30,2024-05-30,approved,24000,24000,Yes
3415,Scott Stevens,Female,2008-11-04,15,0781889591,Kinyoro,2,Yes,Special Needs,Poor,2022,334,C,3415,Constituency Bursary Fund,2024-06-30,2024-04-04,approved,15000,15000,Yes
3416,Elizabeth Fuller,Male,2007-12-16,16,0775715491,Machewa,2,No,None,Good,2020,443,A,3416,Constituency Bursary Fund,2024-06-30,2023-10-17,approved,25000,25000,Yes
3417,Lisa Reynolds,Female,2008-01-11,16,0772903267,Tuwani,0,No,Marginalized,Good,2021,251,D,3417,Constituency Bursary Fund,2024-06-30,2024-05-07,approved,25000,25000,Yes
3418,Devon Jordan,Female,2008-02-26,16,0700526869,Kinyoro,0,No,Special Needs,Good,2022,210,E,3418,Constituency Bursary Fund,2024-06-30,2024-04-30,approved,15000,15000,Yes
3419,Evelyn Cox,Female,2007-03-04,17,0774923085,Tuwani,0,No,Special Needs,Good,2020,388,B,3419,Constituency Bursary Fund,2024-06-30,2024-01-08,approved,24000,24000,Yes
3420,Ryan Baker,Female,2006-01-04,18,0778892262,Matisi,2,Yes,None,Fair,2022,366,B,3420,Constituency Bursary Fund,2024-06-30,2024-04-12,approved,13000,13000,Yes
3421,Heidi Watts,Female,2011-05-26,13,0791757970,Saboti,1,No,Special Needs,Fair,2021,243,E,3421,Constituency Bursary Fund,2024-06-30,2024-05-13,approved,17000,17000,Yes
3422,Heather Sawyer,Male,2009-04-07,15,0764012831,Saboti,1,Yes,Marginalized,Poor,2021,413,A,3422,Constituency Bursary Fund,2024-06-30,2024-06-29,approved,12000,12000,Yes
3423,Oscar Wolf,Female,2008-08-15,15,0739326615,Matisi,2,No,Marginalized,Fair,2019,464,A,3423,Constituency Bursary Fund,2024-06-30,2024-06-03,pending,14000,0,No
3424,Anthony Crawford,Male,2005-08-06,18,0743856346,Machewa,2,Yes,Marginalized,Good,2022,361,B,3424,Constituency Bursary Fund,2024-06-30,2023-12-20,approved,24000,24000,Yes
3425,Melissa Roberson,Male,2009-04-07,15,0764206951,Tuwani,2,Yes,Special Needs,Fair,2019,303,C,3425,Constituency Bursary Fund,2024-06-30,2024-05-26,approved,13000,13000,Yes
3426,Michael Moore,Male,2006-10-20,17,0724002105,Saboti,0,No,Special Needs,Good,2022,353,B,3426,Constituency Bursary Fund,2024-06-30,2024-06-14,approved,18000,18000,Yes
3427,Jackson Johnson,Male,2006-10-18,17,0762243565,Matisi,0,No,Special Needs,Poor,2019,488,A,3427,Constituency Bursary Fund,2024-06-30,2024-03-22,approved,26000,26000,Yes
3428,David Ingram,Male,2010-08-06,13,0777557372,Kinyoro,0,No,Special Needs,Good,2022,182,E,3428,Constituency Bursary Fund,2024-06-30,2024-01-20,approved,27000,27000,Yes
3429,Jesse Freeman,Female,2009-03-17,15,0712758293,Kinyoro,0,No,None,Good,2021,422,A,3429,Constituency Bursary Fund,2024-06-30,2024-02-08,approved,16000,16000,Yes
3430,Ryan Richards,Male,2008-07-16,16,0729659534,Saboti,2,No,None,Poor,2019,457,A,3430,Constituency Bursary Fund,2024-06-30,2024-02-17,approved,19000,19000,Yes
3431,Jason Davis,Male,2009-10-30,14,0751819096,Kinyoro,1,No,None,Poor,2019,398,B,3431,Constituency Bursary Fund,2024-06-30,2023-11-22,approved,27000,27000,Yes
3432,Marc Pratt,Female,2006-12-10,17,0752126306,Tuwani,2,No,Special Needs,Poor,2022,419,A,3432,Constituency Bursary Fund,2024-06-30,2023-11-24,approved,26000,26000,Yes
3433,Jaime Ryan,Male,2006-05-18,18,0736425340,Machewa,1,No,None,Fair,2019,263,D,3433,Constituency Bursary Fund,2024-06-30,2024-05-14,approved,27000,27000,Yes
3434,Peter Park,Female,2008-03-02,16,0722647227,Saboti,2,Yes,None,Poor,2022,459,A,3434,Constituency Bursary Fund,2024-06-30,2024-06-23,approved,24000,24000,Yes
3435,Jesus Watts,Male,2009-05-19,15,0783646197,Matisi,1,No,Marginalized,Poor,2022,390,B,3435,Constituency Bursary Fund,2024-06-30,2024-01-23,approved,23000,23000,Yes
3436,Frank Luna,Female,2011-03-22,13,0779400536,Saboti,1,Yes,None,Good,2019,406,A,3436,Constituency Bursary Fund,2024-06-30,2023-12-08,approved,22000,22000,Yes
3437,Jacob Owens,Male,2009-01-13,15,0774525046,Tuwani,2,Yes,Special Needs,Fair,2019,336,C,3437,Constituency Bursary Fund,2024-06-30,2023-10-14,approved,17000,17000,Yes
3438,Shelley Sims,Male,2011-05-11,13,0740609120,Machewa,1,Yes,None,Fair,2019,296,D,3438,Constituency Bursary Fund,2024-06-30,2024-07-16,approved,12000,12000,Yes
3439,Jorge Cannon,Female,2005-07-30,18,0755074372,Tuwani,2,Yes,Marginalized,Fair,2022,435,A,3439,Constituency Bursary Fund,2024-06-30,2023-12-28,pending,11000,0,No
3440,Kimberly Garrison,Female,2009-09-27,14,0709909391,Kinyoro,1,No,None,Good,2019,498,A,3440,Constituency Bursary Fund,2024-06-30,2024-02-22,approved,25000,25000,Yes
3441,Rebecca Johnson,Male,2008-01-25,16,0739990083,Tuwani,2,Yes,Special Needs,Poor,2021,190,E,3441,Constituency Bursary Fund,2024-06-30,2024-06-26,approved,20000,20000,Yes
3442,Susan Larsen,Female,2008-03-07,16,0779256628,Tuwani,0,No,Marginalized,Fair,2022,411,A,3442,Constituency Bursary Fund,2024-06-30,2023-12-23,pending,19000,0,No
3443,Sharon Mosley,Male,2010-11-21,13,0770582139,Saboti,1,No,Marginalized,Fair,2021,244,E,3443,Constituency Bursary Fund,2024-06-30,2024-05-07,approved,19000,19000,Yes
3444,Jodi Lang,Male,2005-10-27,18,0763658496,Kinyoro,0,No,None,Good,2021,169,E,3444,Constituency Bursary Fund,2024-06-30,2023-10-08,approved,19000,19000,Yes
3445,Jose Holt,Male,2006-09-30,17,0776039264,Tuwani,2,Yes,None,Poor,2019,232,E,3445,Constituency Bursary Fund,2024-06-30,2023-10-01,approved,18000,18000,Yes
3446,Kimberly Hanson,Male,2009-07-14,15,0756783094,Saboti,1,No,None,Fair,2021,447,A,3446,Constituency Bursary Fund,2024-06-30,2024-03-28,approved,22000,22000,Yes
3447,David Smith,Male,2006-11-12,17,0717781572,Saboti,0,No,Special Needs,Poor,2021,249,E,3447,Constituency Bursary Fund,2024-06-30,2024-02-12,approved,29000,29000,Yes
3448,Kevin Munoz,Male,2009-11-24,14,0754524387,Kinyoro,1,Yes,None,Fair,2020,413,A,3448,Constituency Bursary Fund,2024-06-30,2023-12-04,approved,22000,22000,Yes
3449,Sarah Wood,Male,2009-02-17,15,0737742427,Tuwani,0,No,None,Poor,2019,203,E,3449,Constituency Bursary Fund,2024-06-30,2024-01-08,approved,26000,26000,Yes
3450,Joseph Mullins,Male,2009-01-03,15,0794564292,Kinyoro,2,Yes,None,Poor,2020,246,E,3450,Constituency Bursary Fund,2024-06-30,2024-02-08,approved,16000,16000,Yes
3451,Stanley Bowman,Male,2008-01-17,16,0729346475,Saboti,1,No,Marginalized,Poor,2021,409,A,3451,Constituency Bursary Fund,2024-06-30,2024-03-15,approved,20000,20000,Yes
3452,Kenneth Davis,Female,2009-09-25,14,0722480352,Tuwani,2,Yes,None,Poor,2019,360,B,3452,Constituency Bursary Fund,2024-06-30,2023-08-07,approved,17000,17000,Yes
3453,Jeremy Cook,Male,2010-10-16,13,0788142379,Machewa,2,No,Special Needs,Poor,2019,453,A,3453,Constituency Bursary Fund,2024-06-30,2023-08-26,approved,29000,29000,Yes
3454,Jessica Warren MD,Male,2009-05-20,15,0765543335,Matisi,0,No,Special Needs,Good,2020,164,E,3454,Constituency Bursary Fund,2024-06-30,2024-03-22,approved,27000,27000,Yes
3455,Robert Buck,Female,2006-10-27,17,0753543255,Matisi,0,No,Special Needs,Good,2020,409,A,3455,Constituency Bursary Fund,2024-06-30,2024-05-13,approved,25000,25000,Yes
3456,Andres Rivera,Female,2009-10-30,14,0753303673,Machewa,2,No,Special Needs,Good,2022,254,D,3456,Constituency Bursary Fund,2024-06-30,2024-04-19,approved,11000,11000,Yes
3457,Stephanie Ingram,Female,2010-02-17,14,0705655576,Matisi,1,No,Special Needs,Good,2022,322,C,3457,Constituency Bursary Fund,2024-06-30,2024-04-29,approved,24000,24000,Yes
3458,John Martin,Female,2006-01-31,18,0703163812,Machewa,0,No,None,Fair,2022,418,A,3458,Constituency Bursary Fund,2024-06-30,2024-04-03,approved,21000,21000,Yes
3459,Kyle Martinez MD,Male,2011-04-25,13,0732655556,Tuwani,0,No,Marginalized,Fair,2019,243,E,3459,Constituency Bursary Fund,2024-06-30,2023-12-21,approved,24000,24000,Yes
3460,Vanessa Myers,Male,2009-11-18,14,0714511117,Machewa,0,No,Special Needs,Good,2021,252,D,3460,Constituency Bursary Fund,2024-06-30,2023-10-12,approved,21000,21000,Yes
3461,Mike Henry,Female,2006-10-17,17,0711905605,Kinyoro,1,No,Special Needs,Poor,2019,467,A,3461,Constituency Bursary Fund,2024-06-30,2023-11-04,approved,23000,23000,Yes
3462,Katie Keller,Male,2007-12-20,16,0725337914,Tuwani,2,Yes,Marginalized,Poor,2019,291,D,3462,Constituency Bursary Fund,2024-06-30,2024-01-20,approved,23000,23000,Yes
3463,Justin Ruiz,Male,2005-10-29,18,0726121861,Saboti,1,No,Marginalized,Good,2020,499,A,3463,Constituency Bursary Fund,2024-06-30,2024-02-24,approved,28000,28000,Yes
3464,Daniel Hurley,Female,2009-09-15,14,0747164493,Kinyoro,1,No,Special Needs,Fair,2022,462,A,3464,Constituency Bursary Fund,2024-06-30,2023-11-14,approved,24000,24000,Yes
3465,Eric Pacheco,Male,2006-10-11,17,0733786030,Machewa,1,No,None,Poor,2021,230,E,3465,Constituency Bursary Fund,2024-06-30,2024-04-08,approved,23000,23000,Yes
3466,Brian Dunn,Female,2005-08-25,18,0774547551,Saboti,2,No,Special Needs,Good,2019,258,D,3466,Constituency Bursary Fund,2024-06-30,2023-09-07,approved,18000,18000,Yes
3467,Keith Sellers,Female,2006-01-29,18,0788722402,Kinyoro,1,Yes,Marginalized,Good,2019,464,A,3467,Constituency Bursary Fund,2024-06-30,2024-04-03,approved,18000,18000,Yes
3468,Shane Perry,Male,2010-09-08,13,0781653012,Tuwani,2,Yes,Marginalized,Fair,2021,463,A,3468,Constituency Bursary Fund,2024-06-30,2024-07-18,approved,15000,15000,Yes
3469,Stephanie Navarro,Female,2010-08-11,13,0729534986,Matisi,2,No,None,Poor,2020,348,C,3469,Constituency Bursary Fund,2024-06-30,2024-05-02,approved,29000,29000,Yes
3470,Madison Smith,Female,2010-03-01,14,0739277214,Machewa,1,Yes,None,Good,2019,180,E,3470,Constituency Bursary Fund,2024-06-30,2024-05-06,approved,12000,12000,Yes
3471,Scott Martinez,Male,2005-11-26,18,0786916205,Machewa,0,No,None,Fair,2021,205,E,3471,Constituency Bursary Fund,2024-06-30,2023-11-19,pending,18000,0,No
3472,Hannah Hansen,Male,2007-10-29,16,0701028620,Saboti,1,No,None,Good,2019,434,A,3472,Constituency Bursary Fund,2024-06-30,2023-11-22,approved,19000,19000,Yes
3473,Emily Gonzales,Female,2006-09-01,17,0798084002,Machewa,2,No,Special Needs,Good,2022,459,A,3473,Constituency Bursary Fund,2024-06-30,2023-09-26,approved,16000,16000,Yes
3474,Carlos Coleman,Female,2006-03-17,18,0714170143,Saboti,0,No,None,Poor,2019,449,A,3474,Constituency Bursary Fund,2024-06-30,2024-06-16,approved,24000,24000,Yes
3475,William Johnson,Male,2009-05-08,15,0775205325,Matisi,0,No,Marginalized,Fair,2019,493,A,3475,Constituency Bursary Fund,2024-06-30,2023-12-09,approved,15000,15000,Yes
3476,Kelly Pitts,Male,2011-02-28,13,0731885693,Matisi,0,No,Marginalized,Fair,2022,268,D,3476,Constituency Bursary Fund,2024-06-30,2024-02-08,approved,23000,23000,Yes
3477,Madison Tran,Female,2006-02-28,18,0794276295,Kinyoro,2,Yes,None,Good,2019,387,B,3477,Constituency Bursary Fund,2024-06-30,2023-12-30,approved,28000,28000,Yes
3478,Jessica Wright,Male,2009-01-04,15,0731309769,Kinyoro,1,Yes,Marginalized,Poor,2021,209,E,3478,Constituency Bursary Fund,2024-06-30,2024-03-19,approved,19000,19000,Yes
3479,Ryan Jacobson,Male,2011-03-10,13,0788225399,Machewa,2,No,Special Needs,Fair,2021,294,D,3479,Constituency Bursary Fund,2024-06-30,2023-08-31,approved,17000,17000,Yes
3480,Sarah Tapia,Female,2011-01-17,13,0742655477,Matisi,1,Yes,None,Fair,2020,429,A,3480,Constituency Bursary Fund,2024-06-30,2023-07-26,approved,25000,25000,Yes
3481,Sarah Thompson,Male,2008-12-07,15,0756515767,Matisi,2,No,Special Needs,Fair,2020,196,E,3481,Constituency Bursary Fund,2024-06-30,2024-02-13,approved,14000,14000,Yes
3482,Kimberly Jacobson,Male,2010-10-30,13,0756817097,Machewa,1,No,Marginalized,Fair,2022,332,C,3482,Constituency Bursary Fund,2024-06-30,2023-08-26,approved,13000,13000,Yes
3483,Laura Walker,Male,2007-04-30,17,0717179108,Machewa,0,No,Special Needs,Good,2019,381,B,3483,Constituency Bursary Fund,2024-06-30,2024-02-17,approved,28000,28000,Yes
3484,Crystal Gonzalez,Male,2010-08-16,13,0750115326,Tuwani,1,Yes,None,Fair,2020,461,A,3484,Constituency Bursary Fund,2024-06-30,2023-12-31,approved,30000,30000,Yes
3485,Paul Garcia,Female,2009-01-24,15,0743166589,Matisi,2,Yes,None,Poor,2021,282,D,3485,Constituency Bursary Fund,2024-06-30,2023-08-25,approved,24000,24000,Yes
3486,Larry Ramos,Female,2007-05-08,17,0753860980,Tuwani,2,No,None,Good,2021,225,E,3486,Constituency Bursary Fund,2024-06-30,2023-09-24,approved,11000,11000,Yes
3487,Raymond Jacobs,Female,2007-11-07,16,0769931752,Matisi,1,Yes,Marginalized,Fair,2021,330,C,3487,Constituency Bursary Fund,2024-06-30,2023-10-30,approved,22000,22000,Yes
3488,Laura Hall,Male,2011-05-10,13,0732676141,Machewa,1,No,None,Poor,2021,394,B,3488,Constituency Bursary Fund,2024-06-30,2023-09-27,approved,22000,22000,Yes
3489,Shelly Nelson,Male,2006-03-17,18,0708046359,Tuwani,0,No,Marginalized,Fair,2019,456,A,3489,Constituency Bursary Fund,2024-06-30,2024-01-13,approved,11000,11000,Yes
3490,Erin Smith,Male,2010-12-18,13,0740959353,Matisi,1,No,Special Needs,Poor,2021,243,E,3490,Constituency Bursary Fund,2024-06-30,2024-01-22,approved,12000,12000,Yes
3491,Kevin Harrison,Male,2007-10-25,16,0781124968,Matisi,2,Yes,Special Needs,Good,2019,466,A,3491,Constituency Bursary Fund,2024-06-30,2023-10-22,approved,12000,12000,Yes
3492,Thomas Obrien,Female,2005-11-17,18,0771462700,Kinyoro,1,No,Marginalized,Poor,2021,373,B,3492,Constituency Bursary Fund,2024-06-30,2024-01-06,approved,26000,26000,Yes
3493,Lori Patterson,Female,2008-08-15,15,0759144600,Machewa,0,No,None,Fair,2020,439,A,3493,Constituency Bursary Fund,2024-06-30,2024-06-12,approved,18000,18000,Yes
3494,Cassandra Chavez,Male,2009-06-16,15,0713894225,Matisi,0,No,Marginalized,Fair,2022,462,A,3494,Constituency Bursary Fund,2024-06-30,2024-05-15,approved,25000,25000,Yes
3495,Jennifer Craig,Male,2008-05-09,16,0748355389,Kinyoro,1,No,Marginalized,Good,2022,418,A,3495,Constituency Bursary Fund,2024-06-30,2024-04-27,approved,17000,17000,Yes
3496,Diana Cain,Female,2011-03-11,13,0736849448,Kinyoro,2,No,Marginalized,Poor,2019,258,D,3496,Constituency Bursary Fund,2024-06-30,2024-01-07,approved,25000,25000,Yes
3497,Hannah Johnson,Female,2007-03-20,17,0701208148,Kinyoro,0,No,Special Needs,Poor,2019,473,A,3497,Constituency Bursary Fund,2024-06-30,2024-06-05,approved,25000,25000,Yes
3498,John Hamilton,Male,2005-08-11,18,0743015091,Machewa,0,No,Special Needs,Fair,2021,268,D,3498,Constituency Bursary Fund,2024-06-30,2024-04-09,approved,11000,11000,Yes
3499,John Fernandez,Female,2009-06-07,15,0773935184,Machewa,2,Yes,None,Poor,2022,448,A,3499,Constituency Bursary Fund,2024-06-30,2023-10-11,approved,22000,22000,Yes
3500,Sarah Howell,Female,2008-03-27,16,0754986905,Saboti,2,Yes,Special Needs,Fair,2021,400,A,3500,Constituency Bursary Fund,2024-06-30,2024-03-23,approved,12000,12000,Yes
3501,Karen Lopez,Male,2007-06-03,17,0788608808,Matisi,0,No,Special Needs,Good,2019,474,A,3501,Constituency Bursary Fund,2024-06-30,2023-12-02,approved,19000,19000,Yes
3502,Tracy Johnston,Male,2010-06-18,14,0797820014,Machewa,1,No,Special Needs,Poor,2020,478,A,3502,Constituency Bursary Fund,2024-06-30,2023-09-11,approved,23000,23000,Yes
3503,Charles Thomas,Male,2011-04-04,13,0771598824,Machewa,1,Yes,None,Fair,2020,266,D,3503,Constituency Bursary Fund,2024-06-30,2024-06-14,approved,21000,21000,Yes
3504,Jerry Wolf,Male,2006-02-13,18,0758133521,Tuwani,2,No,Special Needs,Good,2022,255,D,3504,Constituency Bursary Fund,2024-06-30,2023-09-02,approved,19000,19000,Yes
3505,Philip Cuevas,Female,2008-09-26,15,0761812898,Kinyoro,0,No,None,Fair,2022,472,A,3505,Constituency Bursary Fund,2024-06-30,2023-11-19,approved,27000,27000,Yes
3506,Steven Smith,Male,2008-03-12,16,0773075799,Machewa,2,Yes,None,Fair,2021,496,A,3506,Constituency Bursary Fund,2024-06-30,2023-11-10,approved,22000,22000,Yes
3507,Holly Hall,Male,2007-01-31,17,0705186703,Saboti,0,No,None,Good,2020,223,E,3507,Constituency Bursary Fund,2024-06-30,2024-04-13,pending,26000,0,No
3508,Jennifer Lawrence,Female,2009-12-09,14,0719537747,Matisi,0,No,None,Fair,2019,387,B,3508,Constituency Bursary Fund,2024-06-30,2024-06-12,approved,11000,11000,Yes
3509,Cynthia Morton,Male,2010-05-13,14,0799773495,Tuwani,0,No,None,Fair,2020,481,A,3509,Constituency Bursary Fund,2024-06-30,2024-06-27,approved,19000,19000,Yes
3510,Jacqueline Campbell,Female,2010-09-04,13,0730986039,Machewa,0,No,Marginalized,Good,2022,274,D,3510,Constituency Bursary Fund,2024-06-30,2023-09-06,approved,24000,24000,Yes
3511,Morgan Palmer,Male,2005-12-12,18,0726634424,Tuwani,2,No,Special Needs,Fair,2020,212,E,3511,Constituency Bursary Fund,2024-06-30,2024-02-15,approved,17000,17000,Yes
3512,Edward Jackson,Female,2006-03-04,18,0710233229,Kinyoro,0,No,Special Needs,Good,2022,459,A,3512,Constituency Bursary Fund,2024-06-30,2024-04-02,approved,13000,13000,Yes
3513,Carolyn Lewis,Female,2006-01-27,18,0725714298,Tuwani,2,Yes,Marginalized,Good,2022,451,A,3513,Constituency Bursary Fund,2024-06-30,2024-06-19,approved,26000,26000,Yes
3514,Brian Perry,Male,2008-09-15,15,0741595843,Kinyoro,1,Yes,None,Poor,2020,496,A,3514,Constituency Bursary Fund,2024-06-30,2024-05-05,approved,30000,30000,Yes
3515,Richard Smith,Female,2005-09-10,18,0741070241,Matisi,2,Yes,Special Needs,Fair,2020,259,D,3515,Constituency Bursary Fund,2024-06-30,2023-12-18,approved,17000,17000,Yes
3516,Cheryl Baker,Female,2006-12-15,17,0796454453,Kinyoro,1,No,Marginalized,Good,2020,182,E,3516,Constituency Bursary Fund,2024-06-30,2023-12-30,approved,29000,29000,Yes
3517,Tammy Turner,Male,2011-06-25,13,0769863161,Matisi,2,Yes,Special Needs,Poor,2022,438,A,3517,Constituency Bursary Fund,2024-06-30,2023-11-01,approved,21000,21000,Yes
3518,Brent Ferguson,Male,2008-09-01,15,0755119120,Tuwani,2,Yes,Special Needs,Good,2020,192,E,3518,Constituency Bursary Fund,2024-06-30,2024-05-20,approved,16000,16000,Yes
3519,Charles Banks,Male,2006-01-27,18,0781700677,Tuwani,2,Yes,Marginalized,Fair,2020,479,A,3519,Constituency Bursary Fund,2024-06-30,2024-07-10,approved,16000,16000,Yes
